gene_id,gene_name,transcript_id,transcript_TPM,contains_PTC,gene_length,mean_intron_length,log_kdeg_DMSO,Codon_optimality,fivepUTR_GC_content,threepUTR_GC_content,CDS_GC_content,fivepUTR_length,threepUTR_length,CDS_length,transcript_length,first_exon_length,longest_intron_length,total_exons,CDS_DRACH_count,fiveputr_DRACH_count,threeputr_DRACH_count,CDS_miRNAseed_count,fiveputr_miRNAseed_count,threeputr_miRNAseed_count
ENSG00000003393.16,ALS2,MSTRG.7754.1,6.48333333333333,FALSE,80381,2242.18181818182,-1.62796976824497,0.7435501178960968,0.5641025641025641,0.38906009244992296,0.47104945717732205,117,1298,4974,6389,57,11931,34,44,1,11,1,0,0
ENSG00000003400.16,CASP10,MSTRG.7742.1,1.62333333333333,FALSE,35981,6645.8,-1.00045358595807,0.7881224581494672,0.4342857142857143,0.47246376811594204,0.4828738512949039,175,1380,1197,2752,168,20275,6,9,1,8,0,0,1
ENSG00000003509.16,NDUFAF7,MSTRG.7176.1,5.06333333333333,FALSE,17503,1702.11111111111,-1.33291949353962,0.7229364322211546,0.625,0.38395061728395063,0.4457013574660634,48,810,1326,2184,103,3829,10,13,0,7,0,0,0
ENSG00000004059.11,ARF5,MSTRG.12048.1,90.4433333333333,FALSE,3290,451.6,-2.94831147972733,0.8250336245505397,0.8409090909090909,0.5885286783042394,0.5580110497237569,88,401,543,1032,155,825,6,4,0,1,0,1,1
ENSG00000004478.8,FKBP4,MSTRG.2528.1,168.63,FALSE,9006,748.777777777778,-2.46041569634547,0.8283312536791216,0.7823529411764706,0.504881450488145,0.5304347826086957,170,717,1380,2267,275,1893,10,13,0,2,1,0,1
ENSG00000004487.18,KDM1A,MSTRG.183.2,17.0233333333333,FALSE,64237,3218.36842105263,-2.56161635478728,0.7202699198659542,0.7777777777777778,0.4276923076923077,0.5078274150439099,144,325,2619,3088,495,13792,20,28,1,3,1,0,0
ENSG00000004534.15,RBM6,MSTRG.8962.3,3.09333333333333,TRUE,137100,7549.76470588235,0.0362792014470935,0.7821257529078062,0.4068019541525742,0.4613686534216336,0.4592973436161097,5322,2265,1167,8754,76,72852,18,4,42,20,0,3,1
ENSG00000004766.17,VPS50,MSTRG.11879.1,6.06,FALSE,126954,4558.2962962963,-1.779454982383,0.7019478801032779,0.4959349593495935,0.3261608154020385,0.38900487125956856,123,883,2874,3880,135,15397,28,31,1,10,1,0,0
ENSG00000004777.19,ARHGAP33,MSTRG.6495.2,3.72333333333333,TRUE,13245,414.047619047619,-1.29214573798876,0.8310770998143318,0.7777777777777778,0.6653977921583555,0.6465798045602605,81,2627,1842,4550,87,1980,22,21,1,24,4,0,2
ENSG00000004961.15,HCCS,MSTRG.13241.1,3.24666666666667,TRUE,28906,3312.25,-1.32056550297231,0.7998390916303756,0.6304985337243402,0.3385070214338507,0.46638655462184875,341,1353,714,2408,206,11160,9,2,4,13,0,0,0
ENSG00000004975.12,DVL2,MSTRG.5072.2,6.25666666666667,FALSE,9176,442.785714285714,-1.57991954985602,0.8395892364612714,0.7372549019607844,0.5047801147227533,0.6107321509777172,255,523,2199,2977,449,3271,15,18,0,4,6,0,2
ENSG00000005007.14,UPF1,MSTRG.6384.2,5.82666666666667,FALSE,36171,1344.26086956522,-0.78398142849894,0.8247633009173773,0.8,0.5750145942790427,0.6026548672566372,150,1713,3390,5253,381,13539,24,39,2,8,8,2,1
ENSG00000005022.6,SLC25A5,MSTRG.13534.1,270.64,FALSE,2953,548.666666666667,-3.05555836999252,0.7953669458735757,0.6805555555555556,0.3165680473372781,0.5228539576365663,72,338,897,1307,183,1034,4,9,0,5,1,0,0
ENSG00000005073.6,HOXA11,MSTRG.11625.1,14.61,FALSE,3797,1407,0.21768949692499,0.7920282123482432,0.5280373831775701,0.49558823529411766,0.6286764705882353,214,1360,816,2390,797,1407,2,12,1,6,1,0,0
ENSG00000005100.13,DHX33,MSTRG.5052.1,13.1233333333333,FALSE,28066,2048.27272727273,-1.67812030292711,0.7918958455465201,0.7479674796747967,0.43643552311435524,0.550376647834275,123,3288,2124,5535,412,4881,12,21,0,34,0,0,1
ENSG00000005100.13,DHX33,MSTRG.5052.4,4.03333333333333,FALSE,18780,2132.125,-1.16458254550835,0.7702283464504934,0.7479674796747967,1,0.5540963101938712,123,1,1599,1723,412,4881,9,16,0,0,0,0,0
ENSG00000005156.12,LIG3,MSTRG.5281.1,20.7566666666667,TRUE,28849,1097.36842105263,-1.90583128448799,0.8121079509107835,0.6347826086956522,0.4565306963329213,0.5211221122112211,115,4854,3030,7999,111,3334,20,30,1,45,1,0,1
ENSG00000005175.10,RPAP3,MSTRG.2677.1,5.15333333333333,FALSE,44782,2527.6875,-1.42279422306212,0.7130855904583046,0.7058823529411765,0.32358156028368795,0.37487487487487486,85,2256,1998,4339,79,9147,17,17,0,15,0,0,2
ENSG00000005175.10,RPAP3,MSTRG.2677.3,10.8933333333333,TRUE,42738,2364.05882352941,-2.19207859460882,0.7148627737032882,0.7058823529411765,0.3619744058500914,0.37402190923317685,85,547,1917,2549,79,9147,18,17,0,7,0,0,0
ENSG00000005194.15,CIAPIN1,MSTRG.4719.1,25.7266666666667,FALSE,19098,2147.25,-1.7825713384231,0.8048219725516725,0.5757575757575758,0.49206349206349204,0.5090521831735889,99,882,939,1920,44,6358,9,9,0,12,0,0,0
ENSG00000005194.15,CIAPIN1,MSTRG.4719.2,4.84,FALSE,19098,2152.125,-1.46620836996651,0.8062157243834196,0.5757575757575758,0.49206349206349204,0.5133333333333333,99,882,900,1881,44,6358,9,8,0,12,0,0,0
ENSG00000005206.17,SPPL2B,MSTRG.6130.3,2.08666666666667,TRUE,25998,1578.84615384615,-1.93361724751568,0.8103815720815315,0.8666666666666667,0.6378390395731436,0.640625,15,4498,960,5473,81,6103,14,8,0,31,1,0,10
ENSG00000005486.17,RHBDD2,MSTRG.11810.1,4.49,TRUE,9893,2012.5,-1.19075211253784,0.8332416250991818,0.6026936026936027,0.5580589254766031,0.6324404761904762,594,577,672,1843,227,4143,5,1,4,3,0,1,3
ENSG00000005882.12,PDK2,MSTRG.5492.1,14.9866666666667,FALSE,16041,1343.8,-2.38877187696299,0.8477475988178069,0.7764705882352941,0.5973724884080371,0.5808823529411765,85,1294,1224,2603,203,7806,11,18,1,9,4,0,1
ENSG00000005884.18,ITGA3,MSTRG.5490.1,3.35666666666667,FALSE,34372,1179.32,-1.94260247501437,0.8358985054237857,0.7303030303030303,0.5965787598004276,0.6017110266159695,330,1403,3156,4889,536,7431,26,36,2,12,3,1,5
ENSG00000005889.16,ZFX,MSTRG.13291.1,10.3166666666667,FALSE,66249,8448,-0.0461539604509251,0.760278976337269,0.6702127659574468,0.3544881547489676,0.4392059553349876,94,4601,2418,7113,66,27555,8,32,1,40,0,0,0
ENSG00000005893.17,LAMP2,MSTRG.13549.1,3.28666666666667,FALSE,42514,4576.75,-1.97105942368186,0.7535679865569751,0.6222222222222222,0.3418765322041453,0.42660178426601786,180,4487,1233,5900,244,12336,9,19,2,37,0,0,0
ENSG00000005893.17,LAMP2,MSTRG.13549.2,29.41,TRUE,38408,4044,-2.79577093448708,0.7553708714210297,0.6222222222222222,0.34891485809682804,0.41849148418491483,180,599,1233,2012,244,12336,10,19,2,7,0,0,0
ENSG00000006007.12,GDE1,MSTRG.4549.1,25.98,FALSE,20406,3499.8,-2.09796761533133,0.7641009488337185,0.7313432835820896,0.43781654473832304,0.48895582329317266,134,1777,996,2907,395,6069,6,9,0,18,0,2,0
ENSG00000006125.18,AP2B1,MSTRG.5290.3,50.95,FALSE,139092,6671.7,-2.56239971529045,0.7645932282140032,0.6153846153846154,0.46168017686072216,0.46090973702914,130,2714,2814,5658,107,26399,21,31,0,25,1,0,1
ENSG00000006125.18,AP2B1,MSTRG.5290.6,11.2666666666667,FALSE,139092,6352,-2.8328210183053,0.7631421645103202,0.6153846153846154,0.46168017686072216,0.4635854341736695,130,2714,2856,5700,107,26399,22,32,0,25,1,0,1
ENSG00000006194.11,ZNF263,MSTRG.4459.2,4.93333333333333,FALSE,7954,5187,-0.206699112983863,0.80290187786249545,0.7115384615384616,0.496054114994363,0.6020558002936858,312,1774,681,2767,699,5187,2,8,2,19,2,1,0
ENSG00000006282.22,SPATA20,MSTRG.5501.1,9.25666666666667,TRUE,8667,374.375,-2.53093222159889,0.8437746686757683,0.6390658174097664,0.6,0.6071428571428571,471,190,2016,2677,100,2070,17,17,3,4,1,1,0
ENSG00000006327.14,TNFRSF12A,MSTRG.4449.1,6.64,FALSE,1888,346.333333333333,-0.947741082694405,0.7948304021508023,0.7333333333333333,0.6130536130536131,0.6871794871794872,30,429,390,849,124,723,4,3,0,6,2,1,0
ENSG00000006377.11,DLX6,MSTRG.11895.1,3.74,FALSE,5249,1594,-0.0720529201202165,0.7601178414712356,0.5049019607843137,0.40080563947633435,0.6087962962962963,204,993,864,2061,622,1964,3,10,2,6,1,0,0
ENSG00000006459.11,KDM7A,MSTRG.12112.1,3.07333333333333,FALSE,92137,4369.36842105263,-0.246460416031688,0.7442616777627103,0.5434782608695652,0.35681126940931646,0.44232130219391363,46,6247,2826,9119,240,37553,20,25,0,61,0,0,3
ENSG00000006530.18,AGK,MSTRG.12122.1,19.2266666666667,FALSE,101841,6680.46666666667,-2.04774495605974,0.7567564605933542,0.5897435897435898,0.5429447852760736,0.48148148148148145,39,326,1269,1634,25,37578,16,13,0,2,1,0,0
ENSG00000006625.18,GGCT,MSTRG.11653.1,29.1,FALSE,8209,2350.33333333333,-2.15462815261448,0.7326670535606844,0.675,0.3524416135881104,0.43915343915343913,120,471,567,1158,261,3887,4,8,1,4,1,0,0
ENSG00000006634.8,DBF4,MSTRG.11861.2,1.48666666666667,TRUE,31927,2681.63636363636,-0.75885218483843,0.7192629398555912,0.4547677261613692,0.23255813953488372,0.35772357723577236,818,258,1353,2429,284,8414,12,18,7,1,0,0,0
ENSG00000006634.8,DBF4,MSTRG.11861.3,4.01,FALSE,31927,2953.1,-0.522509749895222,0.7281601180015351,0.6722689075630253,0.32964224872231684,0.36890243902439024,238,1174,984,2396,284,8414,11,6,5,13,0,0,0
ENSG00000006652.15,IFRD1,MSTRG.12011.1,13.3766666666667,TRUE,26373,2134.09090909091,-0.79429343073288,0.7341581384790336,0.6157205240174672,0.3564356435643564,0.43805309734513276,229,1313,1356,2898,323,5602,12,14,2,15,1,0,0
ENSG00000006704.11,GTF2IRD1,MSTRG.11799.1,7.07333333333333,FALSE,148599,5592.92307692308,-1.07811463409556,0.839722756774514,0.7443181818181818,0.29651162790697677,0.5947089947089947,176,172,2835,3183,170,53898,27,29,1,0,1,3,0
ENSG00000006715.16,VPS41,MSTRG.11682.1,11.09,FALSE,186117,6441.57142857143,-2.34280274812526,0.7536012362989365,0.7647058823529411,0.40586565752128667,0.41871345029239765,17,3171,2565,5753,38,32216,29,20,0,30,0,0,1
ENSG00000006747.15,SCIN,MSTRG.11583.1,3.67,FALSE,86703,5318.73333333333,-1.78775259004406,0.7637067399472844,0.6119402985074627,0.36158912258338644,0.47067039106145253,67,4707,2148,6922,266,23292,16,17,0,35,1,0,4
ENSG00000007047.16,MARK4,MSTRG.6677.1,14.82,FALSE,52561,3053.9375,-1.58146757700061,0.8318191157504559,0.8244514106583072,0.5651785714285714,0.6277113767153608,319,1120,2259,3698,370,7349,17,23,0,5,3,2,2
ENSG00000007202.16,BLTP2,MSTRG.5219.3,49.5466666666667,TRUE,33115,568.813953488372,-3.66158191993904,0.7750311925146984,0.8235294117647058,0.5270855904658721,0.5159511031604055,102,1846,6708,8656,170,3874,44,85,0,13,2,0,1
ENSG00000007255.10,TRAPPC6A,MSTRG.6678.1,7.29,FALSE,15305,2901,-3.89774742748957,0.8094990074730901,0.7894736842105263,0.6293436293436293,0.632183908045977,19,259,522,800,145,12898,6,3,0,0,0,0,0
ENSG00000007376.8,RPUSD1,MSTRG.4389.1,13.6233333333333,FALSE,3408,272,-1.29729243973995,0.8637683655278884,0.8045112781954887,0.6598360655737705,0.6613418530351438,133,976,939,2048,126,511,6,14,0,5,1,1,1
ENSG00000007376.8,RPUSD1,MSTRG.4389.2,2.48666666666667,FALSE,3408,270.2,-0.812138407604004,0.8619261567424198,0.8045112781954887,0.6598360655737705,0.6613924050632911,133,976,948,2057,126,511,6,14,0,5,1,1,1
ENSG00000007392.17,LUC7L,MSTRG.4369.2,16.55,FALSE,40460,4336.22222222222,-1.3129659470605,0.7781981862663399,0.7090909090909091,0.3942307692307692,0.5448028673835126,110,208,1116,1434,171,12460,10,5,2,1,0,0,0
ENSG00000007392.17,LUC7L,MSTRG.4369.4,5.00666666666667,FALSE,40460,4332.11111111111,-0.640212995589275,0.7666991259982404,0.7090909090909091,0.5013054830287206,0.5286298568507157,110,383,978,1471,171,12460,10,5,2,3,0,0,0
ENSG00000007520.4,TSR3,MSTRG.4395.1,33.0266666666667,FALSE,2639,285.8,-2.33480128713778,0.8189945903386309,0.7972972972972973,0.5634517766497462,0.6805111821086262,74,197,939,1210,186,572,6,5,0,0,0,1,1
ENSG00000007541.17,PIGQ,MSTRG.4376.1,1.62666666666667,FALSE,14459,1283,-1.90976033147101,0.8161385701245111,0.6948051948051948,0.6652631578947369,0.6544021024967148,154,475,2283,2912,145,4270,10,10,1,3,3,0,0
ENSG00000007541.17,PIGQ,MSTRG.4376.3,4.03666666666667,FALSE,14142,1249.55555555556,-1.11233351139548,0.8161385701245111,0.8188405797101449,0.6652631578947369,0.6544021024967148,138,475,2283,2896,129,3969,10,10,1,3,3,0,0
ENSG00000007944.15,MYLIP,MSTRG.10601.1,6.96,FALSE,18880,2681.83333333333,0.400222261612229,0.7867903482176604,0.7266187050359713,0.39176829268292684,0.5164424514200299,139,1312,1338,2789,226,10877,7,15,1,12,0,0,2
ENSG00000008256.17,CYTH3,MSTRG.11553.1,6.24333333333333,FALSE,110846,8863.66666666667,-0.8666909359961,0.8024511476532777,0.8376068376068376,0.525434439178515,0.5116666666666667,117,3165,1200,4482,151,81942,13,21,0,27,0,0,2
ENSG00000008283.16,CYB561,MSTRG.5577.1,5.27,FALSE,14003,2214.8,-1.52570466216727,0.8328703705276476,0.72,0.5424213536701621,0.6256613756613757,75,2098,756,2929,62,8684,6,8,1,13,0,1,3
ENSG00000008394.13,MGST1,MSTRG.2606.1,6.0866666666666696,FALSE,16766,5280.33333333333,-2.60003869812079,0.7366952716145737,0.6022727272727273,0.2953929539295393,0.4188034188034188,88,369,468,925,66,6520,4,8,1,4,0,0,0
ENSG00000008441.19,NFIX,MSTRG.6311.1,7.27333333333333,FALSE,103067,10827.8888888889,-1.71929515182412,0.8243404530902411,0.8803418803418803,0.5911814042655165,0.5995475113122172,117,4173,1326,5616,144,47494,10,17,0,32,3,2,17
ENSG00000008735.14,MAPK8IP2,MSTRG.8700.1,5.68666666666667,FALSE,13000,680.545454545455,-2.09961051147826,0.8048320807284158,0.7307692307692307,0.5864586790574179,0.686060606060606,26,3013,2475,5514,91,3220,12,26,0,16,6,0,4
ENSG00000008838.21,MED24,MSTRG.5335.1,14.5933333333333,FALSE,35358,1273,-2.76180470118298,0.8381786938560553,0.5072463768115942,0.5576470588235294,0.5764309764309764,138,425,2970,3533,101,17143,26,29,1,2,0,0,0
ENSG00000008838.21,MED24,MSTRG.5335.2,7.27666666666667,FALSE,35358,1221,-4.28557972447624,0.8357212890881638,0.49375,0.5576470588235294,0.576808721506442,160,425,3027,3612,101,17143,27,30,1,2,0,0,0
ENSG00000008838.21,MED24,MSTRG.5335.3,10.5633333333333,FALSE,35358,1272.12,-3.92963183577991,0.8381786938560553,0.49375,0.5576470588235294,0.5764309764309764,160,425,2970,3555,101,17143,26,29,1,2,0,0,0
ENSG00000008838.21,MED24,MSTRG.5335.5,6.92333333333333,FALSE,35358,1221.84615384615,-3.63945552868018,0.8357212890881638,0.5072463768115942,0.5576470588235294,0.576808721506442,138,425,3027,3590,101,17143,27,30,1,2,0,0,0
ENSG00000008838.21,MED24,MSTRG.5335.7,4.77666666666667,TRUE,35358,1208.88461538462,-0.749052486928578,0.8397683441992145,0.5504252733900364,0.5576470588235294,0.58006718924972,823,425,2679,3927,101,17143,27,23,8,2,0,0,0
ENSG00000009307.17,CSDE1,MSTRG.703.1,129.286666666667,FALSE,41134,2059.16666666667,-2.74017943393508,0.760295734994391,0.458984375,0.36312849162011174,0.4327256944444444,512,1253,2304,4069,125,9930,19,31,7,6,0,1,0
ENSG00000009307.17,CSDE1,MSTRG.703.3,7.39666666666667,FALSE,41134,2203.05882352941,-1.51442535357186,0.760295734994391,0.664,0.36312849162011174,0.4327256944444444,125,1253,2304,3682,125,18034,18,31,1,6,0,1,0
ENSG00000009780.16,FAM76A,MSTRG.238.1,2.86666666666667,FALSE,36977,4197.125,-0.727621148702988,0.8112406788614007,0.7851239669421488,0.3842887473460722,0.4707792207792208,121,2355,924,3400,202,10470,9,8,0,13,1,0,2
ENSG00000009830.13,POMT2,MSTRG.3747.1,7.84666666666667,FALSE,45927,2052.65,-1.81397009943149,0.7953081207138432,0.7524752475247525,0.5460934270359653,0.559254327563249,202,2419,2253,4874,450,8400,21,18,3,12,0,0,3
ENSG00000010219.14,DYRK4,MSTRG.2535.2,8.99666666666667,TRUE,8977,2706.33333333333,-2.4686178267163,0.7912457930325023,0.5419847328244275,0.319672131147541,0.5168776371308017,262,122,474,858,188,5068,4,5,3,0,1,0,0
ENSG00000010244.19,ZNF207,MSTRG.5271.2,3.84333333333333,FALSE,31533,1635.36363636364,-0.865888549776943,0.7529975037851457,0.5116279069767442,0.3537300922045264,0.4794612794612795,129,11930,1485,13544,170,6590,12,16,0,107,0,0,1
ENSG00000010244.19,ZNF207,MSTRG.5271.3,4.17333333333333,FALSE,31533,2014.44444444444,-0.327744865615063,0.7518034225255346,0.5116279069767442,0.3537300922045264,0.4851190476190476,129,11930,1344,13403,170,6590,10,16,0,107,0,0,1
ENSG00000010256.11,UQCRC1,MSTRG.8932.1,68.6366666666667,FALSE,10645,754.166666666667,-3.13565241750369,0.8078892712829898,0.6538461538461539,0.5793650793650794,0.5821205821205822,26,126,1443,1595,95,3305,13,12,2,2,0,0,0
ENSG00000010322.16,NISCH,MSTRG.8995.1,9.26,TRUE,37461,1434.6,-0.528739641285343,0.8391884920919253,0.5566237262064988,0.5324232081911263,0.6311200536552649,5201,586,2982,8769,127,12014,21,24,47,5,2,5,1
ENSG00000010322.16,NISCH,MSTRG.8995.2,6.77666666666667,FALSE,37461,1616.3,-3.84722463834478,0.8262611910605864,0.8235294117647058,0.5324232081911263,0.6059800664451828,34,586,4515,5135,127,12014,21,48,0,5,3,0,1
ENSG00000010404.18,IDS,MSTRG.13610.2,4.45,FALSE,18176,2402.57142857143,-3.33716724977116,0.801310470931495,0.7337278106508875,0.3184713375796178,0.5406976744186046,169,157,1032,1358,272,5905,8,13,1,2,0,0,0
ENSG00000010438.17,PRSS3,MSTRG.12743.1,1.46333333333333,FALSE,48553,11937.25,-3.12853310184498,0.8646345393233166,0.5645645645645646,0.5686274509803921,0.5738095238095238,333,51,420,804,49,45915,5,7,4,0,0,1,0
ENSG00000010539.12,ZNF200,MSTRG.4457.1,6.03666666666667,FALSE,12550,2456.5,0.329843826014887,0.7811078280576147,0.6328125,0.406858924395947,0.44978902953586497,256,1283,1185,2724,172,7807,5,6,3,9,0,0,0
ENSG00000010803.17,SCMH1,MSTRG.362.3,3.42,TRUE,159049,9775.15384615385,0.180873310071243,0.7940817826431896,0.39603408457434103,0.46437945256842894,0.5150918635170604,25114,5334,1524,31972,24887,37831,14,22,204,42,0,11,0
ENSG00000010810.18,FYN,MSTRG.11098.4,4.34666666666667,FALSE,212195,17461.1666666667,-1.34455736496889,0.7818885596302885,0.7409638554216867,0.4007285974499089,0.49752168525402723,498,549,1614,2661,417,92332,13,17,0,6,0,2,2
ENSG00000011007.13,ELOA,MSTRG.190.1,27.9633333333333,FALSE,18589,1375.1,-0.850293875466661,0.7829424669878194,0.7272727272727273,0.43684633950120677,0.504959034066408,33,2486,2319,4838,108,5442,11,16,1,18,1,0,4
ENSG00000011021.23,CLCN6,MSTRG.109.1,3.58666666666667,TRUE,36910,1500.85714285714,-0.383845138431961,0.821484809765497,0.53035413153457,0.5118679050567595,0.5688991531947653,1186,2907,1299,5392,129,8655,22,16,11,28,1,1,3
ENSG00000011105.14,TSPAN9,MSTRG.2525.1,5.38666666666667,FALSE,209181,25607.375,-1.8874286984053401,0.8270330285612976,0.6037735849056604,0.5817600929422015,0.5597222222222222,159,3443,720,4322,75,117457,9,6,0,16,2,1,6
ENSG00000011143.19,MKS1,MSTRG.5530.1,7.73,FALSE,13815,674.823529411765,-2.10770295017075,0.7970343660970112,0.76,0.493730407523511,0.5523809523809524,25,638,1680,2343,105,2075,18,16,0,2,0,0,0
ENSG00000011198.10,ABHD5,MSTRG.8893.1,3.13666666666667,FALSE,31598,4415,-0.664951679379101,0.7361383752808739,0.7090909090909091,0.3462403197601799,0.4552380952380952,55,4003,1050,5108,102,9121,7,16,0,38,1,0,1
ENSG00000011201.12,ANOS1,MSTRG.13236.1,10.47,FALSE,203163,15153.7692307692,-1.76173900253894,0.7846687542351195,0.801980198019802,0.3251243781094527,0.5261869799314733,101,4020,2043,6164,308,76027,14,29,1,33,1,0,1
ENSG00000011243.19,AKAP8L,MSTRG.6343.2,9.54333333333333,TRUE,53269,2155.73684210526,-1.05370932363889,0.8142170763526752,0.6628664495114006,0.5762213066509712,0.6804123711340206,614,8495,3201,12310,885,16537,20,21,4,68,5,3,16
ENSG00000011295.16,TTC19,MSTRG.5146.1,17.0866666666667,FALSE,29055,2947.88888888889,-1.54879792869885,0.7454199626534284,0.76,0.3797935103244838,0.5223097112860893,25,1356,1143,2524,209,18448,10,8,0,13,0,0,0
ENSG00000011304.22,PTBP1,MSTRG.6078.1,45.37,FALSE,14942,902.538461538462,-1.85403613198193,0.814045971168717,0.5990783410138248,0.5417227456258412,0.6142098273572377,217,1486,1506,3209,135,4117,14,24,1,15,1,0,4
ENSG00000011332.22,DPF1,MSTRG.6552.1,5.97666666666667,FALSE,13116,992.363636363636,-0.628248506876917,0.8245903361862176,0.8,0.6464435146443515,0.6005154639175257,80,956,1164,2200,109,3298,12,11,2,3,0,0,7
ENSG00000011426.11,ANLN,MSTRG.11675.1,19.8933333333333,FALSE,63930,2573.86956521739,-1.74940652732722,0.7159384194257681,0.5636363636363636,0.30814441645675905,0.42133333333333334,165,1191,3375,4731,183,12175,24,36,0,6,1,0,0
ENSG00000011426.11,ANLN,MSTRG.11675.2,8.97333333333333,FALSE,63930,2695.90909090909,-1.29700432810139,0.717518412797077,0.5636363636363636,0.30814441645675905,0.42371323529411764,165,1191,3264,4620,183,12175,23,34,0,6,1,0,0
ENSG00000011454.18,RABGAP1,MSTRG.13011.2,9.76666666666667,FALSE,163863,6354.44,-1.38933835918119,0.7368124303766036,0.6187050359712231,0.4222625529340593,0.4370716510903427,139,1653,3210,5002,90,44888,26,36,0,22,1,0,1
ENSG00000011478.13,QPCTL,MSTRG.6691.1,3.69666666666667,TRUE,10667,1463.4,0.521708747020692,0.7945540166073096,0.547816265060241,0.5123674911660777,0.5912408759124088,2656,283,411,3350,245,2897,6,3,26,2,0,6,1
ENSG00000011485.15,PPP5C,MSTRG.6698.1,64.7233333333333,FALSE,43758,3479.16666666667,-2.35182921642289,0.8483925473632293,0.6875,0.6305220883534136,0.5615796519410977,16,498,1494,2008,131,21614,13,21,0,0,1,0,3
ENSG00000011523.15,CEP68,MSTRG.7285.1,3.66333333333333,FALSE,30388,4131.66666666667,-0.620347332696352,0.8018099494218214,0.6575342465753424,0.3923851478917558,0.5835532102022867,146,3178,2274,5598,100,12874,7,14,1,32,5,0,1
