gene_id,gene_name,transcript_id,transcript_TPM,contains_PTC,gene_length,mean_intron_length,log_kdeg_DMSO,Codon_optimality,fivepUTR_GC_content,threepUTR_GC_content,CDS_GC_content,fivepUTR_length,threepUTR_length,CDS_length,first_exon_length,longest_intron_length,total_exons,CDS_DRACH_count,fiveputr_DRACH_count,threeputr_DRACH_count,CDS_miRNAseed_count,fiveputr_miRNAseed_count,threeputr_miRNAseed_count
ENSG00000083312.19,TNPO1,MSTRG.10073.1,7.69333333333333,FALSE,97642,3718.29166666667,-1.44435707548483,0.7192184478975007,0.7272727272727273,0.3293657843311423,0.41675936225435667,77,5629,2697,92,31632,25,26,0,47,0,0,1
ENSG00000039123.16,MTREX,MSTRG.10001.1,27.8266666666667,FALSE,117591,4370.38461538462,-2.08369705741382,0.7056277636318163,0.44,0.34324659231722426,0.39629274528603387,25,807,3129,159,14179,27,28,0,6,0,0,0
ENSG00000231389.8,HLA-DPA1,MSTRG.10783.1,2.95,FALSE,15693,2887.6,-3.31189019020105,0.8271436344714592,0.5178571428571429,0.40460526315789475,0.5568326947637292,168,304,783,69,7010,6,11,0,5,0,0,0
ENSG00000115947.14,ORC4,MSTRG.7575.3,9.70666666666667,FALSE,85480,6443.84615384615,-1.64618834388337,0.6797259536097673,0.5374149659863946,0.3253968253968254,0.36765827612509533,147,252,1311,130,44632,14,12,1,5,0,0,0
ENSG00000158290.19,CUL4B,MSTRG.13551.1,32.4633333333333,FALSE,36915,1596.8,-2.26703820767323,0.7312205692219288,0.7037037037037037,0.346984698469847,0.39696633370329265,54,2222,2703,82,10684,21,24,0,22,0,1,1
ENSG00000167658.16,EEF2,MSTRG.6153.1,741.61,FALSE,9408,446.428571428571,-2.91169678515668,0.8733764675483499,0.6626506024096386,0.54216867469879515,0.6076833527357393,83,498,2577,86,1156,15,30,1,6,5,0,1
ENSG00000167397.15,VKORC1,MSTRG.4660.3,2.73666666666667,FALSE,4048,1521.5,-2.354949166452,0.7028207631759948,0.6976744186046512,0.5274151436031331,0.6222222222222222,172,383,450,345,1969,3,3,2,4,0,2,0
ENSG00000141756.20,FKBP10,MSTRG.5353.2,4.37666666666667,TRUE,10210,971.375,-1.3167935830554,0.8385890469828257,0.759493670886076,0.5490683229813664,0.5941734417344173,158,805,1476,276,4809,9,14,1,7,1,1,3
ENSG00000163453.11,IGFBP7,MSTRG.9586.1,3.01333333333333,FALSE,79357,19546.5,-3.65698431479621,0.7827371405209925,0.7941176470588235,0.2777777777777778,0.64075382803298,34,288,849,509,68943,5,4,0,3,0,0,0
ENSG00000155096.15,AZIN1,MSTRG.12504.3,16.6833333333333,FALSE,37844,3060,-1.84939343349057,0.7510488498641605,0.5358851674641149,0.33212669683257917,0.3949517446176689,627,2210,1347,394,14265,12,9,7,24,0,0,0
ENSG00000227500.11,SCAMP4,MSTRG.6116.1,14.91,FALSE,20615,3019,-2.19576685100671,0.8548722550011154,0.6585365853658537,0.6211683053788317,0.6043478260869565,82,1729,690,41,9539,7,7,0,7,2,0,8
ENSG00000068001.14,HYAL2,MSTRG.8968.1,9.24,FALSE,3565,589.666666666667,-1.47552133874807,0.8179830752551364,0.7857142857142857,0.6363636363636364,0.6040787623066104,154,220,1422,108,830,4,16,1,0,2,0,0
ENSG00000136938.9,ANP32B,MSTRG.12922.1,106.98,FALSE,32603,5186.66666666667,-1.97645037309958,0.7626182334795333,0.7069767441860465,0.369140625,0.43915343915343913,215,512,756,269,11021,7,6,1,8,1,1,0
ENSG00000104886.12,PLEKHJ1,MSTRG.6126.1,30.8966666666667,FALSE,3177,391.8,-1.80951391352931,0.8963343476132432,0.7901234567901234,0.5967976710334789,0.6177777777777778,81,687,450,175,1521,6,0,0,3,0,1,0
ENSG00000183828.15,NUDT14,MSTRG.3861.2,1.62333333333333,TRUE,8374,1395.8,-1.6067506069227,0.7961715215907349,0.8252427184466019,0.6223277909738717,0.6466666666666666,103,842,450,184,3393,6,4,0,5,0,2,0
ENSG00000105793.16,GTPBP10,MSTRG.11865.1,4.29,FALSE,43760,4138.77777777778,-0.825148418084482,0.6878036752092008,0.5769230769230769,0.3520015034767901,0.3857388316151203,26,5321,1164,59,16924,10,8,0,36,0,0,0
ENSG00000143436.11,MRPL9,MSTRG.838.2,9.58333333333333,FALSE,3850,545.6,-2.03345746694541,0.7480711155940131,0.47058823529411764,0.43424317617866004,0.5726495726495726,17,403,702,170,1205,6,6,0,2,1,0,0
ENSG00000112237.13,CCNC,MSTRG.11056.1,25.4733333333333,FALSE,26274,2192.81818181818,-1.89643859783238,0.691235554787636,0.6691729323308271,0.3073630136986301,0.38028169014084506,133,1168,852,165,6601,12,2,0,5,0,0,0
ENSG00000198356.12,GET3,MSTRG.6301.1,47.82,FALSE,11218,1407.71428571429,-2.5268361215162,0.8629758828650781,0.5204081632653061,0.6073059360730594,0.5778414517669532,98,219,1047,51,6718,8,14,1,1,0,0,1
ENSG00000146701.12,MDH2,MSTRG.11820.1,104.156666666667,FALSE,19242,2154.125,-3.08931728806013,0.8155520567984906,0.7090909090909091,0.4919957310565635,0.5722713864306784,55,937,1017,121,6603,9,11,0,6,0,0,1
ENSG00000008952.17,SEC62,MSTRG.9305.1,14.06,FALSE,29805,3577.28571428571,-1.79704095347414,0.7613550059175754,0.8125,0.3314543404735062,0.41083333333333333,16,3548,1200,52,8749,8,13,0,36,0,0,1
ENSG00000159692.18,CTBP1,MSTRG.9446.3,20.6233333333333,TRUE,37572,3910.88888888889,-2.7686519022286,0.8441458352810832,0.6070287539936102,0.49056603773584906,0.6500789889415481,313,795,1266,101,9839,10,12,3,3,1,0,1
ENSG00000144566.11,RAB5A,MSTRG.8821.1,13.42,FALSE,37924,7112.2,-1.08569354536565,0.6838944114124973,0.6253443526170799,0.33949704142011833,0.41203703703703703,363,1352,648,270,24539,6,8,1,15,0,0,1
ENSG00000167861.16,HID1,MSTRG.5639.1,6.14666666666667,FALSE,22018,1040,-2.34447808509395,0.86679123506193,0.7766990291262136,0.607487922705314,0.6096324461343473,103,828,2367,169,7958,19,30,0,5,1,0,0
ENSG00000131375.10,CAPN7,MSTRG.8805.2,1.58333333333333,TRUE,54337,2234.68421052632,0.350074146880127,0.7284960357619499,0.756,0.42230347349177333,0.4074074074074074,250,9846,1782,352,5506,20,18,0,94,1,1,4
ENSG00000151498.12,ACAD8,MSTRG.2481.1,3.42333333333333,FALSE,12119,1011.2,-1.6620104685431,0.8214440351166928,0.6363636363636364,0.4573002754820937,0.5568910256410257,33,726,1248,142,2838,11,10,0,2,1,0,0
ENSG00000082805.21,ERC1,MSTRG.2522.1,6.39,FALSE,504689,29136.4705882353,-1.44652957659963,0.7587053671781914,0.6209476309226932,0.4899140501666374,0.4759718396082032,401,5701,3267,245,81820,18,33,5,52,1,0,3
ENSG00000114316.13,USP4,MSTRG.8955.3,3.17,FALSE,62985,2949.05,-1.23598637050943,0.7795248299522085,0.8173076923076923,0.5021758050478677,0.4932751726644856,104,1149,2751,205,13964,21,38,0,9,1,1,2
ENSG00000188313.13,PLSCR1,MSTRG.9248.1,4.34333333333333,FALSE,29161,3431.5,-2.14440060615494,0.7460710197764022,0.61198738170347,0.271264367816092,0.438871473354232,317,435,957,304,7901,9,6,1,2,0,1,0
ENSG00000111850.11,SMIM8,MSTRG.11020.1,3.37333333333333,FALSE,19755,8662.5,-1.15310540794448,0.7378275884523281,0.6172839506172839,0.3386861313868613,0.42857142857142855,81,2055,294,58,14376,3,4,1,16,0,0,0
ENSG00000112877.8,CEP72,MSTRG.9880.2,5.01333333333333,TRUE,64271,3084.75,-0.624172131217184,0.7947892238414097,0.5625,0.6182556713672593,0.6083198271204754,16,13048,1851,98,9189,17,16,0,77,2,0,31
ENSG00000104231.11,ZFAND1,MSTRG.12438.1,1.64333333333333,FALSE,30952,4798.66666666667,-0.630668820311735,0.7340995889534263,0.45742092457420924,0.31987331749802056,0.3765432098765432,411,1263,486,185,13974,7,2,3,11,0,0,0
ENSG00000182318.6,ZSCAN22,MSTRG.6902.1,3.56666666666667,FALSE,15339,5342.5,0.167454230276401,0.826548440732126,0.6918604651162791,0.5006653359946773,0.5840108401084011,172,3006,1476,121,7637,3,10,0,28,0,1,1
ENSG00000011426.11,ANLN,MSTRG.11675.3,4.37666666666667,FALSE,63930,2464.375,-1.7892384997956,0.7155809484126787,0.5636363636363636,0.30814441645675905,0.42082239720035,165,1191,3429,183,10843,25,36,0,6,1,0,0
ENSG00000147684.10,NDUFB9,MSTRG.12561.1,35.1533333333333,FALSE,10881,3388.66666666667,-2.3901967060598,0.8007375218102561,0.75,0.367816091954023,0.5333333333333333,88,87,540,189,3799,4,5,0,0,1,0,0
ENSG00000204438.11,GPANK1,MSTRG.10748.1,7.05333333333333,FALSE,2794,701,-1.21221637158067,0.8213109340242813,0.4942084942084942,0.5483870967741935,0.6087768440709617,259,62,1071,157,1142,3,8,2,2,0,1,0
ENSG00000003393.16,ALS2,MSTRG.7754.2,1.64666666666667,TRUE,80381,2239.06060606061,-0.391527657439363,0.7554664891396934,0.4827056110684089,0.38906009244992296,0.46257716049382713,2602,1298,2592,57,11931,34,20,25,11,1,0,0
ENSG00000290674.1,ENSG00000290674,MSTRG.4567.1,4.86333333333333,TRUE,31215,2455.41666666667,-0.600924683314756,0.6968685833569638,0.5125858123569794,0.4053452115812918,0.4444444444444444,437,449,864,226,7561,13,4,6,6,0,0,0
ENSG00000255152.8,MSH5-SAPCD1,MSTRG.10760.1,3.25,TRUE,24742,776.814814814815,-2.11657783168283,0.7806387826847856,0.5364758698092031,0.5294117647058824,0.5380774032459426,891,1275,1602,58,5868,28,16,9,7,2,0,4
ENSG00000148154.10,UGCG,MSTRG.12965.1,6.84333333333333,FALSE,38556,4324.625,-0.48254170046114,0.7252507914163874,0.8059701492537313,0.3305227655986509,0.4160337552742616,402,2372,1185,500,17291,9,14,1,17,0,3,2
ENSG00000138829.14,FBN2,MSTRG.10237.2,2.31666666666667,FALSE,280337,4278.77777777778,-2.08584457288332,0.8172200027602732,0.6495327102803738,0.35575679172056923,0.4944095038434661,642,1546,8586,896,54351,64,85,3,17,1,1,0
ENSG00000134769.23,DTNA,MSTRG.5956.1,6.81666666666667,FALSE,398013,19602.1,-1.21552037315187,0.7507594065355531,0.4660493827160494,0.41585535465924894,0.49415204678362573,324,3595,2052,198,185953,21,21,5,34,3,0,0
ENSG00000138326.21,RPS24,MSTRG.1603.1,735.53,FALSE,6835,1580.75,-3.40214625060697,0.7680748995336014,0.48717948717948717,0.38028169014084506,0.44029850746268656,39,71,402,42,3310,5,6,0,0,0,0,0
ENSG00000168883.20,USP39,MSTRG.7381.4,1.92333333333333,TRUE,33098,2389.07692307692,-1.19340820479088,0.8144656732105282,0.5531660692951016,0.4519230769230769,0.4590347923681257,837,312,891,278,5106,14,9,5,2,1,0,0
ENSG00000168679.18,SLC16A4,MSTRG.665.1,1.98666666666667,TRUE,27913,3676.57142857143,-1.50002478207856,0.7314626483358668,0.42105263157894735,0.4110429447852761,0.42644757433489827,247,652,1278,162,11564,8,14,2,4,0,0,1
ENSG00000100997.20,ABHD12,MSTRG.8023.3,11.53,FALSE,90622,7388.5,-2.48099343830456,0.7835006381627246,0.8106060606060606,0.6133122028526149,0.5463659147869674,132,631,1197,323,51161,13,12,0,3,1,1,2
ENSG00000135269.18,TES,MSTRG.12024.1,31.5233333333333,FALSE,48245,7584.83333333333,-1.35589498023719,0.8121150235136884,0.7100591715976331,0.35511145272867023,0.47393364928909953,169,1301,1266,196,23799,7,10,0,7,0,0,0
ENSG00000178537.10,SLC25A20,MSTRG.8939.1,3.53333333333333,FALSE,41957,5022.375,-2.05163720765449,0.7898562943108596,0.6704545454545454,0.4387755102040816,0.5253863134657837,88,784,906,193,16698,9,9,3,5,0,0,0
ENSG00000158467.17,AHCYL2,MSTRG.12065.1,7.24666666666667,FALSE,205002,12508.5,-1.821753763835,0.7867578116326858,0.711864406779661,0.4280430396772024,0.530278232405892,59,2974,1833,422,154201,17,26,1,24,1,0,1
ENSG00000153140.9,CETN3,MSTRG.10141.1,17.6266666666667,FALSE,15945,3773.5,-1.49536152802387,0.7124230068301448,0.5263157894736842,0.2777777777777778,0.3551587301587302,95,252,504,112,6135,5,5,0,1,0,0,0
ENSG00000172053.18,QARS1,MSTRG.8947.2,6.45666666666667,FALSE,8826,295.590909090909,-2.87751609551473,0.8158774513337224,0.4583333333333333,0.5051546391752577,0.5526793823796549,24,97,2202,141,2112,23,29,0,0,0,0,0
ENSG00000148498.17,PARD3,MSTRG.1450.1,4.20666666666667,FALSE,705528,29156.875,-1.79211396224794,0.7628309451468351,0.8615384615384616,0.4601593625498008,0.4918759231905465,195,1506,4062,315,179158,25,42,0,13,3,1,0
ENSG00000163660.12,CCNL1,MSTRG.9275.2,1.26666666666667,TRUE,12339,927.272727272727,0.172284374429495,0.7371501641007882,0.567524115755627,0.32418952618453867,0.4336917562724014,622,401,1116,387,3854,12,7,6,1,0,0,0
ENSG00000130787.14,HIP1R,MSTRG.3103.1,9.1,FALSE,27525,741.806451612903,-2.04398522457995,0.8559027869014294,0.8070175438596491,0.6001655629139073,0.6292485188649829,114,1208,3207,207,12387,32,30,0,5,2,1,2
ENSG00000164815.11,ORC5,MSTRG.11981.1,10.1966666666667,FALSE,81673,6134.53846153846,-1.0835475288412,0.7042322331596466,0.7064220183486238,0.4181459566074951,0.3853211009174312,109,507,1308,181,24178,14,16,0,3,0,0,0
ENSG00000116871.16,MAP7D1,MSTRG.314.4,2.33666666666667,FALSE,24685,1430.4,-1.61451408165643,0.834731542030501,0.8023715415019763,0.5431472081218274,0.670020964360587,253,591,2385,299,14507,16,8,3,2,5,0,2
ENSG00000180884.10,ZNF792,MSTRG.6481.1,4.98666666666667,FALSE,8396,1269.33333333333,0.656556039534668,0.805001565170458,0.7231040564373897,0.412818096135721,0.5150078988941548,567,2122,1899,600,2635,4,24,5,16,1,0,0
ENSG00000096746.18,HNRNPH3,MSTRG.1529.6,7.47,FALSE,11130,977.777777777778,-2.61796711314512,0.7550163440762557,0.5487179487179488,0.3169446883230904,0.4598393574297189,195,1139,996,172,4963,10,10,3,13,0,0,0
ENSG00000130816.17,DNMT1,MSTRG.6245.2,13.4733333333333,FALSE,61607,1408.35,-2.27637885472684,0.8343293653771809,0.7592592592592593,0.371875,0.5586854460093896,54,320,4899,134,12742,41,50,0,4,2,1,0
ENSG00000234456.10,MAGI2-AS3,MSTRG.11836.2,2.75666666666667,TRUE,17030,4044.25,-2.92720961598528,0.7347086113135843,0.5,0.3976143141153082,0.6867816091954023,2,503,348,285,11594,5,3,0,6,0,0,0
ENSG00000055609.21,KMT2C,MSTRG.12172.1,7.18666666666667,FALSE,301079,4814.6779661017,-0.839128940691336,0.7493103471004691,0.7235023041474654,0.34556895647614055,0.459802538787024,217,1907,14889,378,76950,60,160,1,19,11,0,0
ENSG00000133935.7,ERG28,MSTRG.3737.1,24.76,FALSE,10113,2191.5,-2.40317798984156,0.7521464803223225,0.6616541353383458,0.4475347661188369,0.5130023640661938,133,791,423,102,3241,5,2,0,8,0,0,1
ENSG00000124570.21,SERPINB6,MSTRG.10538.5,3.21333333333333,FALSE,23118,3613,-2.85580155326376,0.7874545698014801,0.8203125,0.5755395683453237,0.5012787723785166,128,139,1173,160,11774,7,10,0,2,0,1,0
ENSG00000197619.15,ZNF615,MSTRG.6811.1,4.82666666666667,TRUE,16779,2568.6,0.149326159335512,0.7683961380400798,0.4846153846153846,0.3282653766413269,0.4185733512786003,260,1447,2229,71,5508,6,12,0,16,0,0,0
ENSG00000156469.9,MTERF3,MSTRG.12476.1,7.90666666666667,FALSE,22097,2963.71428571429,-0.529682698207163,0.7452876728678375,0.7166666666666667,1,0.4008130081300813,120,1,1230,110,5866,8,11,0,0,0,0,0
ENSG00000167642.13,SPINT2,MSTRG.6553.1,93.8066666666667,FALSE,27875,4392.5,-3.05354834652572,0.8445846584774861,0.7125,0.4444444444444444,0.5915678524374176,320,441,759,426,18628,7,7,2,1,1,1,0
ENSG00000137267.7,TUBB2A,MSTRG.10546.1,38.6033333333333,FALSE,3879,754.333333333333,-2.84359097564833,0.8865918601503447,0.8024691358024691,0.3553299492385787,0.6150971599402093,81,197,1338,138,1254,4,20,0,0,1,0,0
ENSG00000166181.13,API5,MSTRG.2035.3,4.85666666666667,FALSE,32534,1970.84615384615,-0.630910894590378,0.684291746622098,0.6590909090909091,0.3532660445629404,0.41633986928104577,132,5251,1530,201,6443,14,21,1,54,0,0,1
ENSG00000160688.19,FLAD1,MSTRG.868.5,1.92,TRUE,9759,1091.28571428571,-0.513233431470639,0.8030929073035681,0.571764705882353,0.562962962962963,0.5689922480620155,425,405,1290,281,4038,8,12,2,5,2,0,0
ENSG00000178927.19,CYBC1,MSTRG.5760.5,5.01333333333333,TRUE,5442,789.166666666667,-2.73350420908247,0.8295927276889282,0.6578947368421053,0.7047619047619048,0.5939716312056738,38,105,564,123,1548,7,5,0,0,0,0,0
ENSG00000106829.21,TLE4,MSTRG.12852.1,9.8,FALSE,154744,8338.61111111111,-0.542576970325347,0.796812742078197,0.5726092089728453,0.3510230179028133,0.5326184092940125,847,1564,2238,871,51196,19,32,3,13,2,1,1
ENSG00000112144.16,CILK1,MSTRG.10947.1,6.34666666666667,TRUE,60523,4182.76923076923,-1.25373713544642,0.7746156348254709,0.628428927680798,0.35482193917338184,0.4786729857819905,401,3847,1899,229,20187,14,17,1,44,1,0,1
ENSG00000187634.13,SAMD11,MSTRG.8.1,7.93333333333333,FALSE,19948,1322.07692307692,-2.01368400743746,0.8238213821092083,0.7105263157894737,0.5558194774346793,0.6911911911911912,342,421,1998,322,4682,14,10,1,3,4,0,2
ENSG00000258289.10,CHURC1,MSTRG.3664.1,4.51333333333333,FALSE,20730,5798.66666666667,-0.893977033581404,0.7955987496913453,0.6341463414634146,0.3727149627623561,0.41297935103244837,41,2954,339,80,9456,4,5,1,25,0,0,2
ENSG00000157916.20,RER1,MSTRG.47.1,17.1166666666667,FALSE,13419,1761.33333333333,-2.04126116632738,0.7897075918118893,0.744,0.5208430913348946,0.4957698815566836,125,2135,591,118,3825,7,2,0,18,0,0,2
ENSG00000105963.15,ADAP1,MSTRG.11514.1,3.27333333333333,FALSE,56663,5443.2,-1.94174991957881,0.8461823130438402,0.8470588235294118,0.682664054848188,0.6177777777777778,85,1021,1125,167,18890,11,10,0,6,0,1,2
ENSG00000197472.15,ZNF695,MSTRG.1315.1,2.66,TRUE,62508,12317.8,-1.29993685846062,0.7647849460833054,0.6551724137931034,0.46236559139784944,0.44776119402985076,145,372,402,148,21867,6,1,1,2,0,0,1
ENSG00000125912.11,NCLN,MSTRG.6142.1,16.3133333333333,FALSE,23646,1426.35714285714,-1.94382085257973,0.8492230481499259,0.8415841584158416,0.6465288818229995,0.6441681468324453,101,1887,1689,285,6255,15,16,0,10,2,0,4
ENSG00000164045.12,CDC25A,MSTRG.8925.3,5.32666666666667,FALSE,31272,2119.07692307692,-0.199086333391791,0.8080807570037433,0.7148936170212766,0.47804335742078935,0.5037800687285223,470,1799,1455,640,6339,14,15,3,12,1,2,1
ENSG00000160972.10,PPP1R16A,MSTRG.12618.1,8.07,FALSE,24132,1934.18181818182,-1.96311457076848,0.8454699523610558,0.6784015223596574,0.5963302752293578,0.6792690611216131,1051,218,1587,138,11906,12,21,6,1,1,3,1
ENSG00000116698.22,SMG7,MSTRG.1045.1,2.68333333333333,FALSE,82708,3620.71428571429,-1.14792514960171,0.7631459130112174,0.6411609498680739,0.4721238938053097,0.4829059829059829,1137,2260,3276,1166,40187,22,32,6,14,0,3,1
